Title,Author,Link,Bookshelf
Ancient Art and Ritual,Jane Ellen Harrison,http://www.gutenberg.org/ebooks/17087,Anthropology
"The Wild Tribes of Davao District, Mindanao",Fay-Cooper Cole,http://www.gutenberg.org/ebooks/18273,Anthropology
Animal Figures in the Maya Codices,Glover M. Allen and Alfred M. Tozzer,http://www.gutenberg.org/ebooks/19042,Anthropology
Quer Durch Borneo,Anton Willem Nieuwenhuis,http://www.gutenberg.org/ebooks/17379,Anthropology
"Evolution Of The Japanese, Social And Psychic",Sidney Lewis Gulick,http://www.gutenberg.org/ebooks/13831,Anthropology
Influences of Geographic Environment,Ellen Churchill Semple,http://www.gutenberg.org/ebooks/15293,Anthropology
"Balder the Beautiful, Volume I.",James George Frazer,http://www.gutenberg.org/ebooks/12261,Anthropology
"The Belief in Immortality and the Worship of the Dead, Volume 1 (of 3)",Frazer,http://www.gutenberg.org/ebooks/20116,Anthropology
Pygmies & Papuans: The Stone Age To-day in Dutch New Guinea,A. F. R. Wollaston,http://www.gutenberg.org/ebooks/53384,Anthropology
Navajo Silversmiths,Washington Matthews,http://www.gutenberg.org/ebooks/17275,Anthropology
The Mafulu: Mountain People of British New Guinea,Robert Wood Williamson,http://www.gutenberg.org/ebooks/17910,Anthropology
The Pagan Tribes of Borneo,Charles Hose and William McDougall,http://www.gutenberg.org/ebooks/3307,Anthropology
The Iroquois Book of Rites,Horatio Hale,http://www.gutenberg.org/ebooks/8567,Anthropology
Houses and House-Life of the American Aborigines,Lewis Henry Morgan,http://www.gutenberg.org/ebooks/8112,Anthropology
De Nederlandsche Nationale Kleederdrachten,Theodoor Molkenboer,http://www.gutenberg.org/ebooks/20665,Anthropology
Navajo weavers,Washington Matthews,http://www.gutenberg.org/ebooks/17742,Anthropology
History of the Conquest of Peru,William Hickling Prescott,http://www.gutenberg.org/ebooks/1323,Anthropology
The Federalist Papers,"Alexander Hamilton, John Jay, and James Madison",http://www.gutenberg.org/ebooks/1404,United
The Common Law,Oliver Wendell Holmes,http://www.gutenberg.org/ebooks/2449,United
The United States Constitution,United States,http://www.gutenberg.org/ebooks/5,United
The Declaration of Independence of the United States of America,Thomas Jefferson,http://www.gutenberg.org/ebooks/1,United
The United States Bill of Rights,United States,http://www.gutenberg.org/ebooks/2,United
The Declaration of Independence of The United States of America,Thomas Jefferson,http://www.gutenberg.org/ebooks/16780,United
The Magna Carta,Anonymous,http://www.gutenberg.org/ebooks/10000,United
The Constitution of the United States of America: Analysis and Interpretation,,http://www.gutenberg.org/ebooks/18637,United
Business Hints for Men and Women,A. R. Calhoun,http://www.gutenberg.org/ebooks/6167,United
The Constitution of the United States,James M. Beck,http://www.gutenberg.org/ebooks/10065,United
"John Marshall and the Constitution, a Chronicle of the Supreme Court",Corwin,http://www.gutenberg.org/ebooks/3291,United
Myths and Legends of China,E. T. C. Werner,http://www.gutenberg.org/ebooks/15250,Folklore
Japanese Fairy Tales,Yei Theodora Ozaki,http://www.gutenberg.org/ebooks/4018,Folklore
Philippine Folk Tales,Mabel Cook Cole,http://www.gutenberg.org/ebooks/12814,Folklore
Irish Fairy Tales,James Stephens,http://www.gutenberg.org/ebooks/2892,Folklore
A Book of Myths,Jean Lang,http://www.gutenberg.org/ebooks/22693,Folklore
Russian Fairy Tales: A Choice Collection of Muscovite Folk-lore,Ralston,http://www.gutenberg.org/ebooks/22373,Folklore
Stories from Hans Andersen,H. C. Andersen,http://www.gutenberg.org/ebooks/17860,Folklore
Viking Tales,Jennie Hall,http://www.gutenberg.org/ebooks/24811,Folklore
Indian Fairy Tales,Joseph Jacobs and John Dickson Batten,http://www.gutenberg.org/ebooks/7128,Folklore
Filipino Popular Tales,Dean Spruill Fansler,http://www.gutenberg.org/ebooks/8299,Folklore
Traditions of the Tinguian: a Study in Philippine Folk-Lore,Fay-Cooper Cole,http://www.gutenberg.org/ebooks/12545,Folklore
Myths and Legends of Our Own Land — Complete,Charles M. Skinner,http://www.gutenberg.org/ebooks/6615,Folklore
Stories the Iroquois Tell Their Children,Mabel Powers,http://www.gutenberg.org/ebooks/22096,Folklore
Tales of Old Japan,Baron Algernon Bertram Freeman-Mitford Redesdale,http://www.gutenberg.org/ebooks/13015,Folklore
"Uncle Remus, His Songs and His Sayings",Joel Chandler Harris,http://www.gutenberg.org/ebooks/2306,Folklore
American Indian Stories,Zitkala-Sa,http://www.gutenberg.org/ebooks/10376,Folklore
Indian Tales,Rudyard Kipling,http://www.gutenberg.org/ebooks/8649,Folklore
Celtic Fairy Tales,Joseph Jacobs,http://www.gutenberg.org/ebooks/7885,Folklore
Der Goldene Topf,E. T. A. Hoffmann,http://www.gutenberg.org/ebooks/17362,Folklore
Myths and Legends of the Great Plains,Katharine Berry Judson,http://www.gutenberg.org/ebooks/22083,Folklore
Japanische Märchen,Karl Alberti,http://www.gutenberg.org/ebooks/23393,Folklore
More Russian Picture Tales,Valerian Viliamovich Karrik,http://www.gutenberg.org/ebooks/23462,Folklore
A Chinese Wonder Book,Norman Hinsdale Pitman,http://www.gutenberg.org/ebooks/18674,Folklore
Myths and Legends of California and the Old Southwest,Katharine Berry Judson,http://www.gutenberg.org/ebooks/2503,Folklore
Myths and Legends of the Sioux,Marie L. McLaughlin,http://www.gutenberg.org/ebooks/341,Folklore
"New York Times Current History: The European War, Vol 1, No. 1",Various,http://www.gutenberg.org/ebooks/13635,Current
"New York Times Current History; The European War, Vol 2, No. 3, June, 1915",,http://www.gutenberg.org/ebooks/15480,Current
"New York Times Current History: The European War, Vol 2, No. 1, April, 1915",,http://www.gutenberg.org/ebooks/15478,Current
New York Times Current History: The European War from the Beginning to March,,http://www.gutenberg.org/ebooks/16331,Current
"The New York Times Current History of the European War, Vol 1, Issue 4, January",,http://www.gutenberg.org/ebooks/16363,Current
"New York Times Current History; The European War, Vol 2, No. 2, May, 1915",,http://www.gutenberg.org/ebooks/15479,Current
"The New York Times Current History: the European War, February, 1915",Various,http://www.gutenberg.org/ebooks/18880,Current
"The New York Times Current History, A Monthly Magazine",Various,http://www.gutenberg.org/ebooks/20521,Current
"New York Times Current History; The European War, Vol 2, No. 4, July, 1915",,http://www.gutenberg.org/ebooks/26377,Current
"New York Times Current History; The European War, Vol 2, No. 5, August, 1915",,http://www.gutenberg.org/ebooks/22460,Current
"Current History, Vol. VIII, No. 3, June 1918",Various,http://www.gutenberg.org/ebooks/41479,Current
"Current History: A Monthly Magazine of the New York Times, May 1918",Various,http://www.gutenberg.org/ebooks/38750,Current
"The New York Times Current History of the European War, Vol. 1, January 9, 1915",,http://www.gutenberg.org/ebooks/16702,Current
"Sylva; Or, A Discourse of Forest Trees. Vol. 1 (of 2)",John Evelyn,http://www.gutenberg.org/ebooks/20778,Natural
Studies of Trees,Jacob Joshua Levison,http://www.gutenberg.org/ebooks/16116,Natural
Birds in Town & Village,W. H. Hudson,http://www.gutenberg.org/ebooks/7353,Natural
"Birds, Illustrated","Color Photography, Vol. 1, No. 4 Various",http://www.gutenberg.org/ebooks/25874,Natural
Hardy Ornamental Flowering Trees and Shrubs,Angus D. Webster,http://www.gutenberg.org/ebooks/10852,Natural
"Birds, Illustrated","Color Photography, Vol. 1, No. 5 Various",http://www.gutenberg.org/ebooks/25983,Natural
Handbook of the Trees of New England,Henry M. Brooks and Lorin Low Dame,http://www.gutenberg.org/ebooks/20467,Natural
Birds of the Indian Hills,Douglas Dewar,http://www.gutenberg.org/ebooks/23755,Natural
"Trees, Fruits and Flowers of Minnesota, 1916",A. W. Latham,http://www.gutenberg.org/ebooks/18183,Natural
Our Bird Comrades,Leander S. Keyser,http://www.gutenberg.org/ebooks/26346,Natural
Birds of the Rockies,Leander S. Keyser,http://www.gutenberg.org/ebooks/25973,Natural
A Bird Calendar for Northern India,Douglas Dewar,http://www.gutenberg.org/ebooks/18237,Natural
Birds of Guernsey (1879),Cecil Smith,http://www.gutenberg.org/ebooks/14473,Natural
Essays on early ornithology and kindred subjects,James Roxburgh McClymont,http://www.gutenberg.org/ebooks/24506,Natural
"Birds, Illustrated","Color Photography, Vol. 2, No. 2 Various",http://www.gutenberg.org/ebooks/26656,Natural
"Birds from Coahuila, Mexico",Emil K. Urban,http://www.gutenberg.org/ebooks/26076,Natural
Catalogue of British Columbia Birds,Francis Kermode,http://www.gutenberg.org/ebooks/6329,Natural
"The Nests and Eggs of Indian Birds, Volume 1",Allan Octavian Hume,http://www.gutenberg.org/ebooks/13117,Natural
"History of Egypt, Chaldea, Syria, Babylonia, and Assyria in the Light of Recent",,http://www.gutenberg.org/ebooks/17321,Archaeology
Pagan and Christian Rome,Rodolfo Amedeo Lanciani,http://www.gutenberg.org/ebooks/22153,Archaeology
Manual of Egyptian Archaeology and Guide to the Study of Antiquities in Egypt,,http://www.gutenberg.org/ebooks/14400,Archaeology
Archeological Investigations,Gerard Fowke,http://www.gutenberg.org/ebooks/18931,Archaeology
Chaldea: From the Earliest Times to the Rise of Assyria,Zénaïde A. Ragozin,http://www.gutenberg.org/ebooks/24654,Archaeology
"The American Journal of Archaeology, 1893-1",Various,http://www.gutenberg.org/ebooks/20153,Archaeology
The Forest of Dean: An Historical and Descriptive Account,H. G. Nicholls,http://www.gutenberg.org/ebooks/24505,Archaeology
How to Observe in Archaeology,British Museum,http://www.gutenberg.org/ebooks/13575,Archaeology
The Mound Builders,George Bryce,http://www.gutenberg.org/ebooks/17987,Archaeology
Archeological Expedition to Arizona in 1895,Jesse Walter Fewkes,http://www.gutenberg.org/ebooks/23691,Archaeology
Prehistoric Textile Art of Eastern United States,William Henry Holmes,http://www.gutenberg.org/ebooks/19921,Archaeology
The Problem of the Ohio Mounds,Cyrus Thomas,http://www.gutenberg.org/ebooks/4248,Archaeology
A Study of Pueblo Architecture: Tusayan and Cibola,Mindeleff and Mindeleff,http://www.gutenberg.org/ebooks/19856,Archaeology
L'archéologie égyptienne,G. Maspero,http://www.gutenberg.org/ebooks/10841,Archaeology
Origin and Development of Form and Ornament in Ceramic Art.,William Henry Holmes,http://www.gutenberg.org/ebooks/19953,Archaeology
A Study of Pueblo Pottery as Illustrative of Zuñi Culture Growth.,Cushing,http://www.gutenberg.org/ebooks/17170,Archaeology
Throwing-sticks in the National Museum,Otis Tufton Mason,http://www.gutenberg.org/ebooks/17606,Archaeology
Animal Carvings from Mounds of the Mississippi Valley,Henry W. Henshaw,http://www.gutenberg.org/ebooks/18184,Archaeology
An Introduction to the mortuary customs of the North American Indians,Yarrow,http://www.gutenberg.org/ebooks/6462,Archaeology
"Omaha Dwellings, Furniture and Implements",James Owen Dorsey,http://www.gutenberg.org/ebooks/19913,Archaeology
Roman Britain in 1914,F. Haverfield,http://www.gutenberg.org/ebooks/19115,Archaeology
"The Cliff Ruins of Canyon de Chelly, Arizona",Cosmos Mindeleff,http://www.gutenberg.org/ebooks/19723,Archaeology
Navaho Houses,Cosmos Mindeleff,http://www.gutenberg.org/ebooks/18206,Archaeology
"Illustrated Catalogue of the Collections Obtained from the Pueblos of Zuñi, New",,http://www.gutenberg.org/ebooks/19606,Archaeology
Eminent Victorians,Lytton Strachey,http://www.gutenberg.org/ebooks/2447,Biographies
Famous Men of the Middle Ages,John H. Haaren and Addison B. Poland,http://www.gutenberg.org/ebooks/3725,Biographies
Susan B. Anthony,Alma Lutz,http://www.gutenberg.org/ebooks/20439,Biographies
The Every-day Life of Abraham Lincoln,Francis F. Browne,http://www.gutenberg.org/ebooks/14004,Biographies
Representative Men: Seven Lectures,Ralph Waldo Emerson,http://www.gutenberg.org/ebooks/6312,Biographies
Queen Victoria,Lytton Strachey,http://www.gutenberg.org/ebooks/1265,Biographies
"Prince Henry the Navigator, the Hero of Portugal and of Modern Discovery,",,http://www.gutenberg.org/ebooks/18757,Biographies
Life of Harriet Beecher Stowe,Harriet Beecher Stowe,http://www.gutenberg.org/ebooks/6702,Biographies
Queen Victoria,E. Gordon Browne,http://www.gutenberg.org/ebooks/16965,Biographies
Who Was Who: 5000 B. C. to Date,Irwin Leslie Gordon,http://www.gutenberg.org/ebooks/984,Biographies
Martin Luther,Carl E. Koppenhaver,http://www.gutenberg.org/ebooks/53499,Biographies
"History of Julius Cæsar, Vol. 1 of 2",Emperor of the French Napoleon III,http://www.gutenberg.org/ebooks/45456,Biographies
Knights of Art: Stories of the Italian Painters,Amy Steedman,http://www.gutenberg.org/ebooks/529,Biographies
Bacon,R. W. Church,http://www.gutenberg.org/ebooks/13888,Biographies
Real Soldiers of Fortune,Richard Harding Davis,http://www.gutenberg.org/ebooks/3029,Biographies
"William Lloyd Garrison, the Abolitionist",Archibald Henry Grimké,http://www.gutenberg.org/ebooks/14555,Biographies
Kepler,Walter W. Bryant,http://www.gutenberg.org/ebooks/12406,Biographies
Frederick Douglass,Charles W. Chesnutt,http://www.gutenberg.org/ebooks/10986,Biographies
"Memoirs of the Private Life, Return, and Reign of Napoleon in 1815, Vol. I",,http://www.gutenberg.org/ebooks/22345,Biographies
"The Life of William Ewart Gladstone, Vol. 1 (of 3)",John Morley,http://www.gutenberg.org/ebooks/21091,Biographies
Memoirs of the Comtesse Du Barry,baron de Etienne-Léon Lamothe-Langon,http://www.gutenberg.org/ebooks/2563,Biographies
"History of Julius Cæsar, Vol. 2 of 2",Emperor of the French Napoleon III,http://www.gutenberg.org/ebooks/45532,Biographies
Andrew Marvell,Augustine Birrell,http://www.gutenberg.org/ebooks/17388,Biographies
"Famous Affinities of History: The Romance of Devotion. Vol 1-4, Complete",Orr,http://www.gutenberg.org/ebooks/4693,Biographies
Milton,Sir Walter Alexander Raleigh,http://www.gutenberg.org/ebooks/21677,Biographies
"Mémoires d'Outre-Tombe, Tome 1",vicomte de François-René Chateaubriand,http://www.gutenberg.org/ebooks/18864,FR
Lettres de Madame de Sévigné,marquise de Marie de Rabutin-Chantal Sévigné,http://www.gutenberg.org/ebooks/43901,FR
"Histoire de ma Vie, Livre 1 (Vol. 1 - 4)",George Sand,http://www.gutenberg.org/ebooks/39101,FR
"Mémoires d'Outre-Tombe, Tome 2",vicomte de François-René Chateaubriand,http://www.gutenberg.org/ebooks/23654,FR
"Histoire de ma Vie, Livre 2 (Vol. 5 - 9)",George Sand,http://www.gutenberg.org/ebooks/41322,FR
"Mémoires du prince de Talleyrand, Volume 1 (of 5)",Talleyrand-Périgord,http://www.gutenberg.org/ebooks/25756,FR
La maison de Claudine,Colette,http://www.gutenberg.org/ebooks/13703,FR
"Vie de Henri Brulard, tome 1 (of 2)",Stendhal,http://www.gutenberg.org/ebooks/53749,FR
Journal des Goncourt  (Premier Volume),Edmond de Goncourt and Jules de Goncourt,http://www.gutenberg.org/ebooks/14799,FR
"Histoire de ma Vie, Livre 3 (Vol. 10 - 13)",George Sand,http://www.gutenberg.org/ebooks/42765,FR
"Journal de Eugène Delacroix, Tome 1 (de 3)",Eugène Delacroix,http://www.gutenberg.org/ebooks/54020,FR
Vie de Tolstoï,Romain Rolland,http://www.gutenberg.org/ebooks/37951,FR
Histoire des salons de Paris (Tome 1/6),duchesse d' Laure Junot Abrantès,http://www.gutenberg.org/ebooks/39331,FR
Journaux intimes,Charles Baudelaire,http://www.gutenberg.org/ebooks/13792,FR
Mémoires de Hector Berlioz,Hector Berlioz,http://www.gutenberg.org/ebooks/26370,FR
Catherine de Médicis (1519-1589),Jean-H. Mariéjol,http://www.gutenberg.org/ebooks/36315,FR
Une histoire d'Amour : George Sand et A. de Musset,Paul Mariéton,http://www.gutenberg.org/ebooks/13622,FR
Essais de Montaigne (self-édition) - Volume IV,Michel de Montaigne,http://www.gutenberg.org/ebooks/58706,FR
Dernières Années de la Cour de Lunéville,Gaston Maugras,http://www.gutenberg.org/ebooks/44300,FR
"Chronique de 1831 à 1862, Tome 4 (de 4)",duchesse de Dorothée Dino,http://www.gutenberg.org/ebooks/53523,FR
La reine Victoria intime,J.-H. Aubry,http://www.gutenberg.org/ebooks/55836,FR
Lettres d'un voyageur,George Sand,http://www.gutenberg.org/ebooks/37989,FR
Le roi Voltaire,Arsène Houssaye,http://www.gutenberg.org/ebooks/62196,FR
Le rêve et la vie - Les filles du feu - La bohème galante,Gérard de Nerval,http://www.gutenberg.org/ebooks/55554,FR
"Correspondance Diplomatique de Bertrand de Salignac de La Mothe Fénélon, Tome",,http://www.gutenberg.org/ebooks/39201,FR
"The International Monthly Magazine, Volume 5, No. 1, January, 1852",Various,http://www.gutenberg.org/ebooks/20955,The
"International Weekly Miscellany of Literature, Art, and Science — Volume 1, No.",,http://www.gutenberg.org/ebooks/13053,The
"The International Monthly, Volume 3, No. 1, April, 1851",Various,http://www.gutenberg.org/ebooks/25325,The
"The International Monthly, Volume 3, No. 2, May, 1851",Various,http://www.gutenberg.org/ebooks/29246,The
"The International Monthly, Volume 4, No. 2, September, 1851",Various,http://www.gutenberg.org/ebooks/36405,The
The International Monthly Magazine - Volume V - No II,Various,http://www.gutenberg.org/ebooks/20102,The
"The International Magazine, Volume 2, No. 2, January, 1851",Various,http://www.gutenberg.org/ebooks/22694,The
"The International Monthly, Volume 3, No. 4, July, 1851",Various,http://www.gutenberg.org/ebooks/33965,The
